"tconst" "averageRating" "numVotes" "titleType" "primaryTitle" "originalTitle" "isAdult" "startYear" "endYear" "runtimeMinutes" "genres"
"tt0275626" 5.6 19 "movie" "El regreso del monstruo" "El regreso del monstruo" 0 1959 NA 63 "Horror,Music,Mystery"
"tt0085698" 5.7 54 "movie" "Hua xin da shao" "Hua xin da shao" 0 1983 NA 99 "Comedy"
"tt0027317" 7 6 "movie" "King August the Strong" "August der Starke" 0 1936 NA 108 "Biography,Drama,History"
"tt0033115" 7.4 12 "movie" "Sunday Sinners" "Sunday Sinners" 0 1940 NA 65 "Comedy,Drama,Musical"
"tt0037978" 4.4 8 "movie" "Penthouse Rhythm" "Penthouse Rhythm" 0 1945 NA 60 "Comedy,Music"
"tt0128977" 6.3 1663 "movie" "The Bumblebee Flies Anyway" "The Bumblebee Flies Anyway" 0 1999 NA 95 "Drama,Romance"
"tt1701188" 8.7 6 "movie" "Ultimate Reality" "Ultimate Reality" 0 2010 NA 102 "Comedy,Drama"
"tt1318859" 7.9 9 "movie" "Dilettante" "Diletante" 0 2008 NA 72 "Drama"
"tt0079738" 7.2 2508 "movie" "Doing Time" "Porridge" 0 1979 NA 93 "Comedy,Crime"
"tt1741605" 8.4 23 "movie" "Afghan Hound" "Afghan Hound" 0 2010 NA 100 "Drama,War"
"tt1263797" 6.6 131 "movie" "The Convert" "Muallaf" 0 2008 NA 80 "Drama"
"tt0138530" 6.8 28 "movie" "Guo jong" "Guo jong" 0 1999 NA 102 NA
"tt0248052" 6.4 11 "movie" "Gugu, O Bom de Cama" "Gugu, O Bom de Cama" 0 1979 NA 82 "Comedy"
"tt1444994" 5.5 8 "movie" "Capres: Calo Presiden" "Capres: Calo Presiden" 0 2009 NA 90 "Comedy,Drama"
"tt0176245" 6.8 28 "movie" "Trizhdy o lyubvi" "Trizhdy o lyubvi" 0 1981 NA 88 "Drama,Romance"
"tt0035487" 6.8 110 "movie" "Undercover Man" "Undercover Man" 0 1942 NA 68 "Action,Adventure,Western"
"tt0115069" 5.6 22 "movie" "À cran" "À cran" 0 1995 NA 79 "Drama,Romance"
"tt0191308" 6.8 85 "movie" "Nem Sansão Nem Dalila" "Nem Sansão Nem Dalila" 0 1954 NA 90 "Comedy"
"tt2290601" 7.2 18 "movie" "Price of Gold" "Price of Gold" 0 2012 NA 87 "Documentary,Drama"
"tt2486856" 7 1117 "movie" "You Carry Me" "Ti mene nosis" 0 2015 NA 155 "Action,Drama"
"tt5220882" 7.2 5 "movie" "per song" "per song" 0 2016 NA 73 "Biography,Documentary,Family"
"tt0109514" 6.1 2366 "movie" "Curse of the Starving Class" "Curse of the Starving Class" 0 1994 NA 102 "Drama"
"tt0025207" 6.9 50 "movie" "Thunderstorm" "Groza" 0 1934 NA 85 "Drama"
"tt2046083" 8.2 5 "movie" "Die Eensame Vlug" "Die Eensame Vlug" 0 1979 NA 94 "Drama"
"tt0882755" 3.5 800 "movie" "One, Two, Many" "One, Two, Many" 0 2008 NA 88 "Comedy,Romance"
"tt0042207" 6.6 38 "movie" "Arzoo" "Arzoo" 0 1950 NA 128 "Musical,Romance"
"tt4425138" 7.4 770 "movie" "Sugar Coated" "Sugar Coated" 0 2015 NA 90 "Documentary"
"tt0104667" 5.1 453 "movie" "Lady Dragon" "Lady Dragon" 0 1992 NA 97 "Action,Drama"
"tt3703964" 6.6 14 "movie" "Deep Purple: Live at Montreux 2011" "Deep Purple: Live at Montreux 2011" 0 2011 NA 115 "Music"
"tt2224317" 7.3 14008 "movie" "Lootera" "Lootera" 0 2013 NA 136 "Drama,Romance"
"tt0367628" 2.4 280 "movie" "Didi, the Goofy Cupid" "Didi, o Cupido Trapalhão" 0 2003 NA 86 "Comedy,Family,Romance"
"tt0063175" 7.3 24 "movie" "A Member of the Firing Squad" "Karatel" 0 1969 NA 85 "Drama,Romance"
"tt2191621" 4.8 8 "movie" "Aliens from Uranus" "Beyond" 0 2012 NA 113 "Sci-Fi"
"tt0059876" 7.3 80 "movie" "4 Schlüssel" "4 Schlüssel" 0 1966 NA 107 "Crime,Thriller"
"tt3118780" 7.5 14 "movie" "The Triumph" "The Triumph" 0 2013 NA 142 "Documentary"
"tt0036922" 7.1 1752 "movie" "Hollywood Canteen" "Hollywood Canteen" 0 1944 NA 124 "Comedy,Musical,Romance"
"tt0107767" 8.2 711 "movie" "Padma Nadir Majhi" "Padma Nadir Majhi" 0 1993 NA 126 "Drama"
"tt0010533" 6.1 85 "movie" "Opium" "Opium" 0 1919 NA 112 "Drama"
"tt0014640" 6.3 6 "movie" "33.333" "33.333" 0 1924 NA 81 "Drama"
"tt0081536" 6.4 348 "movie" "I'm Photogenic" "Sono fotogenico" 0 1980 NA 114 "Comedy"
"tt0425001" 3.1 19 "movie" "Comrade Panjuni" "Enker Panjuni" 0 1992 NA 101 "Comedy"
"tt0104306" 7.7 33 "movie" "From Hollywood to Hanoi" "From Hollywood to Hanoi" 0 1992 NA 78 "Documentary"
"tt5285048" 7.8 21 "movie" "Lutine" "Lutine" 0 2016 NA 97 "Comedy"
"tt0186250" 5.3 26 "movie" "Já Não Se Faz Amor Como Antigamente" "Já Não Se Faz Amor Como Antigamente" 0 1976 NA 97 "Comedy"
"tt2262034" 7 24 "movie" "Starz Inside: Buy the Ticket, Take the Ride" "Starz Inside: Buy the Ticket, Take the Ride" 0 2006 NA 78 NA
"tt0061514" 4.8 256 "movie" "The Cool Ones" "The Cool Ones" 0 1967 NA 95 "Comedy"
"tt0107692" 7.9 32924 "movie" "Ninja Scroll" "Jûbê ninpûchô" 0 1993 NA 94 "Action,Adventure,Animation"
"tt2198263" 7.3 18 "movie" "Twelfth Night" "Twelfth Night" 0 2012 NA 120 "Musical"
"tt0204704" 7.2 281 "movie" "Space Battleship Yamato" "Uchû senkan Yamato" 0 1977 NA 135 "Action,Adventure,Animation"
"tt7239140" 3.5 13 "movie" "No Trespassing" "No Trespassing" 0 2017 NA 82 "Thriller"
"tt0251865" 6.1 11 "movie" "Mother Knows Best" "Mother Knows Best" 0 1971 NA 65 "Comedy,Drama"
"tt9220322" 4.4 5 "movie" "Werewolf Ninja Philosopher" "Werewolf Ninja Philosopher" 0 2018 NA 90 "Comedy"
"tt0163867" 8 38 "movie" "Tax Day" "Tax Day" 0 1998 NA 76 "Drama"
"tt7063304" 5.5 37 "movie" "Bayala: A Magical Adventure" "Bayala: A Magical Adventure" 0 2019 NA 85 "Adventure,Animation,Family"
"tt0275885" 4.3 12 "movie" "69 Minutes" "69 Minutes" 1 1977 NA 75 "Adult,Crime"
"tt10701384" 7 294 "movie" "Very Ralph" "Very Ralph" 0 2019 NA 108 "Documentary"
"tt0446029" 7.5 355303 "movie" "Scott Pilgrim vs. the World" "Scott Pilgrim vs. the World" 0 2010 NA 112 "Action,Comedy,Fantasy"
"tt1754410" 5.9 101 "movie" "Reds & Blues: The Ballad of Dixie & Kenny" "Reds & Blues: The Ballad of Dixie & Kenny" 0 2010 NA 109 "Comedy"
"tt0480586" 6.2 190 "movie" "Amazing Lives of the Fast Food Grifters" "Tachiguishi retsuden" 0 2006 NA 104 "Animation,Comedy,Drama"
"tt2364659" 3.7 753 "movie" "The Fall of the Essex Boys" "The Fall of the Essex Boys" 0 2013 NA 87 "Crime"
"tt0191790" 5.6 8 "movie" "El aris el thani" "El aris el thani" 0 1967 NA 100 NA
"tt1258922" 4.3 55 "movie" "Better the Devil You Know" "Better the Devil You Know" 0 2009 NA 90 "Comedy,Drama,Fantasy"
"tt0230894" 6.6 7 "movie" "Treffpunkt Aimée" "Treffpunkt Aimée" 0 1956 NA 75 "Crime"
"tt7411742" 7.1 102 "movie" "Bitter Flowers" "Bitter Flowers" 0 2017 NA 95 "Drama"
"tt2094059" 7.2 88 "movie" "Mero Euta Saathi Cha" "Mero Euta Saathi Cha" 0 2009 NA 161 "Romance"
"tt0037643" 6.6 8 "movie" "Ten Commandments" "I dieci comandamenti" 0 1945 NA 102 "Drama"
"tt2777438" 6.5 30 "movie" "Las búsquedas" "Las búsquedas" 0 2013 NA 75 "Drama"
"tt0156807" 4.3 1009 "movie" "Mr. Accident" "Mr. Accident" 0 2000 NA 88 "Comedy"
"tt8941316" 5.8 91 "movie" "Cattle Hill" "KuToppen" 0 2018 NA 66 "Animation"
"tt3141846" 7.1 23 "movie" "The Organic Life" "The Organic Life" 0 2013 NA 60 "Documentary,Drama,Romance"
"tt2532806" 5.8 13 "movie" "Slow Fade" "Slow Fade" 0 2011 NA 90 "Drama,Family"
"tt3061212" 6.5 12 "movie" "Planet Erde soll brennen" "Planet Erde soll brennen" 0 2013 NA 64 "Horror,Sci-Fi"
"tt0860899" 8 26 "movie" "Celestino y el vampiro" "Celestino y el vampiro" 0 2003 NA 90 "Comedy"
"tt4406298" 7.3 466 "movie" "That Gal... Who Was in That Thing: That Guy 2" "That Gal... Who Was in That Thing: That Guy 2" 0 2015 NA 80 "Documentary"
"tt0282889" 7.6 585 "movie" "Rajavinte Makan" "Rajavinte Makan" 0 1986 NA 132 "Action,Crime,Drama"
"tt0058941" 2.8 8 "movie" "Die Banditen vom Rio Grande" "Die Banditen vom Rio Grande" 0 1965 NA 89 "Western"
"tt0374103" 7.5 11 "movie" "Ôrí" "Ôrí" 0 1989 NA 100 "Documentary"
"tt5521550" 5.5 2541 "movie" "Dirty 30" "Dirty 30" 0 2016 NA 86 "Comedy"
"tt0031818" 6.9 12 "movie" "Pour le maillot jaune" "Pour le maillot jaune" 0 1940 NA 91 "Romance,Sport"
"tt5758778" 5.8 93205 "movie" "Skyscraper" "Skyscraper" 0 2018 NA 102 "Action,Adventure,Thriller"
"tt7369784" 6.2 6 "movie" "ORCA: A True Story" "ORCA: A True Story" 0 2017 NA 79 "Biography,Comedy,Documentary"
"tt1667121" 5.2 429 "movie" "Tehran, Tehran" "Tehran, Tehran" 0 2010 NA 105 "Drama"
"tt0039709" 6.2 80 "movie" "Pirates of Monterey" "Pirates of Monterey" 0 1947 NA 77 "Adventure,Drama,Romance"
"tt0075004" 7.8 68 "movie" "Shadow of the Castles" "L'ombre des châteaux" 0 1977 NA 90 "Drama"
"tt0172610" 4.6 640 "movie" "Iron Monkey 2" "Jie tou sha shou" 0 1996 NA 92 "Action"
"tt0285566" 6.9 826 "movie" "Folk flest bor i Kina" "Folk flest bor i Kina" 0 2002 NA 85 "Comedy,Drama"
"tt0887903" 6.2 8 "movie" "It Was Me" "Én voltam" 0 1936 NA 84 "Drama"
"tt6582782" 7.3 46 "movie" "Tennessee Whiskey: The Dean Dillon Story" "Tennessee Whiskey: The Dean Dillon Story" 0 2017 NA 82 "Documentary"
"tt0065586" 3.2 27 "movie" "Secret Life of a Schoolgirl Wife" "Cream - Schwabing-Report" 0 1971 NA 85 "Comedy,Drama"
"tt1278428" 6.9 34 "movie" "Poe: Last Days of the Raven" "Poe: Last Days of the Raven" 0 2008 NA 80 "Biography,Drama,Horror"
"tt0178045" 5.7 43 "movie" "Behind Schedule" "Stuttur Frakki" 0 1993 NA 95 "Comedy,Music"
"tt1267828" 8.1 12 "movie" "Bloom" "Bloom" 0 2008 NA 86 "Comedy,Family,Fantasy"
"tt5004198" 8.1 25 "movie" "Når solen skinner" "Når solen skinner" 0 2016 NA 86 "Drama"
"tt0073174" 5.9 350 "movie" "Inside Out" "Inside Out" 0 1975 NA 97 "Comedy,Crime,Thriller"
"tt0109021" 6.6 4640 "movie" "8 Seconds" "8 Seconds" 0 1994 NA 105 "Biography,Drama,Sport"
"tt5254610" 5.7 8317 "movie" "Final Score" "Final Score" 0 2018 NA 104 "Action,Drama,Thriller"
"tt6718904" 4.3 45 "movie" "Space Guardians" "Space Guardians" 0 2017 NA 74 "Animation"
"tt0280545" 7.1 20 "movie" "A Child's Garden and the Serious Sea" "A Child's Garden and the Serious Sea" 0 1991 NA 80 NA
"tt0057106" 6.4 160 "movie" "Le glaive et la balance" "Le glaive et la balance" 0 1963 NA 131 "Crime,Drama"
"tt0193866" 5 11 "movie" "Death Junction" "Death Junction" 0 1994 NA 89 "Action,Crime,Thriller"
"tt2402105" 6.2 25054 "movie" "Dom Hemingway" "Dom Hemingway" 0 2013 NA 93 "Comedy,Crime,Drama"
"tt0060350" 6.4 108 "movie" "Trail of the Broken Blade" "Duan chang jian" 0 1967 NA 104 "Action,Drama,Musical"
"tt1388390" 7 137 "movie" "The Best Bar in America" "The Best Bar in America" 0 2009 NA 89 "Adventure,Western"
"tt1262978" 4.7 106 "movie" "Screwball: The Ted Whitfield Story" "Screwball: The Ted Whitfield Story" 0 2010 NA 90 "Comedy,Sport"
"tt0181190" 7.2 80 "movie" "¡Ahí madre!" "¡Ahí madre!" 0 1970 NA 90 "Comedy"
"tt0188000" 4.1 17 "movie" "The Invincible Superguy" "Jin luo han" 0 1977 NA 81 "Action,Drama"
"tt2309882" 6.2 8 "movie" "Geheimakte Heß" "Geheimakte Heß" 0 2004 NA 72 "Documentary"
"tt0096829" 6.4 9 "movie" "Après la pluie" "Après la pluie" 0 1989 NA 90 "Comedy"
"tt0099286" 5.6 424 "movie" "Cold Dog Soup" "Cold Dog Soup" 0 1990 NA 87 "Comedy"
"tt0037261" 5.6 111 "movie" "Seven Days Ashore" "Seven Days Ashore" 0 1944 NA 74 "Comedy,Musical,Romance"
"tt2499326" 8.8 22 "movie" "Od Zrna Do Slike" "Od Zrna Do Slike" 0 2012 NA 76 "Action,Documentary"
"tt1539323" 6.9 12 "movie" "Rosatigre" "Rosatigre" 0 2000 NA 102 "Drama"
"tt1032825" 6.3 18244 "movie" "The Other Woman" "Love and Other Impossible Pursuits" 0 2009 NA 102 "Drama"
"tt2815138" 4.3 167 "movie" "Alien Valley" "Alien Valley" 0 2012 NA 78 "Horror,Mystery,Sci-Fi"
"tt0055833" 5.2 80 "movie" "Catherine of Russia" "Caterina di Russia" 0 1963 NA 105 "Drama,History"
"tt0479570" 7.6 251 "movie" "Bullshit" "Zikkimin Kökü" 0 1993 NA 85 "Biography,Drama"
"tt2332709" 5.3 41 "movie" "Mevsim çiçek açti" "Mevsim çiçek açti" 0 2012 NA 110 "Drama"
"tt0104633" 6.1 77 "movie" "Kolejnosc uczuc" "Kolejnosc uczuc" 0 1993 NA 105 "Comedy,Drama,Romance"
"tt0195246" 6.6 15 "movie" "Seven Men, One Woman" "Sept hommes, une femme" 0 1936 NA 100 "Comedy,Drama,Romance"
"tt0078490" 6.7 2363 "movie" "Who'll Stop the Rain" "Who'll Stop the Rain" 0 1978 NA 126 "Action,Crime,Drama"
"tt0279998" 6.4 64 "movie" "One More Day" "Yek rouz bishtar" 0 2000 NA 75 "Drama,Romance"
"tt0159686" 8.2 319 "movie" "Queen Live in Rio" "Queen Live in Rio" 0 1986 NA 60 "Documentary,Music"
"tt0330405" 3.3 6 "movie" "Los hombres no deben llorar" "Los hombres no deben llorar" 0 1979 NA 90 "Drama,Music,Romance"
"tt0175437" 7.1 15 "movie" "Allá en el setenta y tantos" "Allá en el setenta y tantos" 0 1945 NA 90 "Biography,Drama"
"tt0114492" 6.7 38 "movie" "Some Kind of Life" "Some Kind of Life" 0 1995 NA 102 "Drama"
"tt3285576" 6 608 "movie" "Kara Murat: Kara Sövalyeye Karsi" "Kara Murat: Kara Sövalyeye Karsi" 0 1975 NA 67 "Action"
"tt0041394" 5.6 7 "movie" "Das Fräulein und der Vagabund" "Das Fräulein und der Vagabund" 0 1949 NA 79 "Comedy,Drama,Romance"
"tt0056596" 5.8 50 "movie" "Tonny" "Tonny" 0 1962 NA 86 "Drama"
"tt7412738" 6 860 "movie" "Nanu Ki Jaanu" "Nanu Ki Jaanu" 0 2018 NA 133 "Comedy,Drama,Horror"
"tt1562463" 8.4 16 "movie" "The Polo Kid" "The Polo Kid" 0 2009 NA 63 "Documentary"
"tt1297429" 4.6 180 "movie" "Fat Stupid Rabbit" "Tupoy zhirnyy zayats" 0 2007 NA 89 "Comedy,Drama"
"tt2427968" 6.5 863 "movie" "Una famiglia perfetta" "Una famiglia perfetta" 0 2012 NA 120 "Comedy"
"tt0379171" 4.1 10 "movie" "Anathema" "Anathema" 0 2003 NA 93 "Drama"
"tt2260060" 6.7 18 "movie" "Yangsi" "Yangsi" 0 2012 NA 82 "Biography,Documentary"
"tt3625952" 4.5 283 "movie" "Suspension" "Suspension" 0 2015 NA 87 "Horror,Thriller"
"tt8357502" 5.6 9 "movie" "Margarita 2" "Margarita 2" 0 2018 NA 98 "Comedy,Family"
"tt6323586" 8.1 14 "movie" "Felépülünk" "Felépülünk" 0 2016 NA 78 "Documentary"
"tt1542850" 5.9 10 "movie" "Our Wonderful Days" "Bokura no wandafuru deizu" 0 2009 NA 112 "Drama"
"tt0393724" 7.1 783 "movie" "Sethurama Iyer CBI" "Sethurama Iyer CBI" 0 2004 NA 145 "Mystery,Thriller"
"tt0061093" 6 863 "movie" "Three on a Couch" "Three on a Couch" 0 1966 NA 109 "Comedy,Romance"
"tt2096461" 6.7 73 "movie" "Freak Out" "Freak Out" 0 2003 NA 142 "Drama,Thriller"
"tt0273980" 5.1 16 "movie" "Polyot v stranu chudovishch" "Polyot v stranu chudovishch" 0 1986 NA 73 "Family,Fantasy"
"tt3264890" 5.7 9 "movie" "Illusion" "Illusion" 0 2013 NA 100 "Drama"
"tt0279060" 5.4 27 "movie" "Hey Amigo! A Toast to Your Death" "Ehi amigo... sei morto!" 0 1970 NA 87 "Western"
"tt0171349" 7.3 9 "movie" "The Woman from Sarajevo" "Gospodjica" 0 1980 NA 110 NA
"tt0064381" 6.5 1637 "movie" "Goodbye, Columbus" "Goodbye, Columbus" 0 1969 NA 102 "Comedy,Drama,Romance"
"tt0060577" 6.3 33 "movie" "Jutro Meksyk" "Jutro Meksyk" 0 1966 NA 88 "Drama,Sport"
"tt0040670" 6.7 84 "movie" "Onna" "Onna" 0 1948 NA 84 "Drama"
"tt0990444" 5.8 29 "movie" "Plum Role" "Plum Role" 0 2007 NA 74 "Drama"
"tt8776686" 7.5 33 "movie" "La partita" "La partita" 0 2019 NA 94 "Drama"
"tt2925730" 6.3 484 "movie" "Goodnight, Sugar Babe: The Killing of Vera Jo Reigle" "Goodnight, Sugar Babe: The Killing of Vera Jo Reigle" 0 2013 NA 87 "Biography,Crime,Documentary"
"tt0784145" 6.2 171 "movie" "The Boy Who Saw the Wind" "Kaze wo mita shônen" 0 2000 NA 97 "Action,Adventure,Animation"
"tt10224912" 7.6 8 "movie" "Timelife" "Timelife" 0 2019 NA 113 "Biography,Drama,Romance"
"tt0120876" 5.5 347 "movie" "Don't Go Breaking My Heart" "Don't Go Breaking My Heart" 0 1999 NA 95 "Comedy,Romance,Sport"
"tt6340092" 5.8 39 "movie" "Aakatayi" "Aakatayi" 0 2017 NA 150 "Action"
"tt0088898" 7.1 237 "movie" "The Chain" "The Chain" 0 1984 NA 100 "Comedy"
"tt0163324" 7.5 20 "movie" "Tally Brown, New York" "Tally Brown, New York" 0 1979 NA 97 "Documentary"
"tt4876096" 6.3 82 "movie" "Avenues" "Avenues" 0 2017 NA 76 "Comedy,Drama"
"tt0114461" 6.8 149 "movie" "The Seventh Room" "A hetedik szoba" 0 1996 NA 108 "Biography,Drama,War"
"tt0409130" 8.7 6 "movie" "Pandilleros" "Pandilleros" 0 1992 NA 90 "Action"
"tt0405157" 5.3 53 "movie" "Murder on the Border" "La migra" 0 2005 NA 97 "Crime,Drama,Thriller"
"tt2953744" 6.9 81 "movie" "I Give You My Word" "Chastnoe pionerskoe" 0 2013 NA 99 "Comedy,Family"
"tt0327753" 6.4 2375 "movie" "Funny Ha Ha" "Funny Ha Ha" 0 2002 NA 85 "Comedy,Drama,Romance"
"tt0332249" 7.3 6 "movie" "Molata" "Molata" 0 1999 NA 79 "Drama"
"tt0154992" 7.9 21 "movie" "Parda Hai Parda" "Parda Hai Parda" 0 1992 NA 128 "Romance"
"tt0035555" 7.5 2153 "movie" "Who Done It?" "Who Done It?" 0 1942 NA 77 "Comedy,Film-Noir,Mystery"
"tt9191204" 7 6 "movie" "Putting Lipstick on a Pig" "Putting Lipstick on a Pig" 0 2018 NA 76 "Crime,Documentary,Drama"
"tt2539498" 4.2 5 "movie" "Nexos" "Nexos" 0 2014 NA 95 "Drama,Fantasy,Thriller"
"tt4568934" 6.3 89 "movie" "Simon sagt 'Auf Wiedersehen' zu seiner Vorhaut" "Simon sagt 'Auf Wiedersehen' zu seiner Vorhaut" 0 2015 NA 81 "Comedy"
"tt0116565" 6.1 607 "movie" "Hotel de Love" "Hotel de Love" 0 1996 NA 95 "Comedy,Drama,Romance"
"tt0796245" 6 98 "movie" "Boleiros 2: Vencedores e Vencidos" "Boleiros 2: Vencedores e Vencidos" 0 2006 NA 86 "Comedy,Sport"
"tt0185335" 6.6 1029 "movie" "Ghulam-E-Musthafa" "Ghulam-E-Musthafa" 0 1997 NA 162 "Action,Crime,Drama"
"tt0015840" 6.3 75 "movie" "Free to Love" "Free to Love" 0 1925 NA 60 "Drama"
"tt2462506" 6 152 "movie" "Roche papier ciseaux" "Roche papier ciseaux" 0 2013 NA 115 "Action,Crime,Drama"
"tt0197984" 6.4 118 "movie" "Uchitel peniya" "Uchitel peniya" 0 1973 NA 86 "Comedy,Family,Musical"
"tt0118924" 6.4 119 "movie" "Dance of the Wind" "Dance of the Wind" 0 1997 NA 85 "Drama,Music"
"tt2734568" 5.2 111 "movie" "Four of Hearts" "Four of Hearts" 0 2013 NA 99 "Drama,Romance"
"tt1865454" 6.2 47 "movie" "Morente" "Morente" 0 2011 NA 90 "Documentary"
"tt0199445" 6.9 94 "movie" "Daibosatsu toge: Kanketsu-hen" "Daibosatsu toge: Kanketsu-hen" 0 1961 NA 100 "Action,Drama"
"tt0199987" 6.5 22 "movie" "Kung Fu Mama" "Shan dong lao niang" 0 1973 NA 90 "Action,Crime,Drama"
"tt7573844" 7.6 183 "movie" "Into the Okavango" "Into the Okavango" 0 2018 NA 88 "Documentary"
"tt5247736" 7.6 51 "movie" "Anil Bagchir Ekdin" "Anil Bagchir Ekdin" 0 2015 NA 120 "Drama,War"
"tt1161431" 5.8 5 "movie" "Kusa no ran" "Kusa no ran" 0 2004 NA 118 "Drama,War"
"tt4565210" 5.2 17 "movie" "The Abductress" "The Abductress" 0 2014 NA 87 "Comedy,Mystery"
"tt4957492" 6.5 21 "movie" "Chromium" "Krom" 0 2015 NA 78 "Drama"
"tt0021140" 5.8 208 "movie" "Men Without Women" "Men Without Women" 0 1930 NA 77 "Action,Drama"
"tt0067591" 6.2 559 "movie" "Please Sir!" "Please Sir!" 0 1971 NA 100 "Comedy"
"tt0126911" 6.1 78 "movie" "fl 19,99" "fl 19,99" 0 1998 NA 90 "Comedy"
"tt1819766" 7.8 6 "movie" "Who Do I Think I Am?" "Who Do I Think I Am?" 0 2011 NA 63 "Biography,Documentary,Music"
"tt1513067" 5.4 89 "movie" "College Boys Live" "College Boys Live" 0 2009 NA 94 "Documentary"
"tt0108555" 6 1493 "movie" "When the Bough Breaks" "When the Bough Breaks" 0 1994 NA 105 "Drama,Thriller"
"tt10234494" 3.8 31 "movie" "Always Miss You" "Xia yi ren: Qian ren" 0 2019 NA 98 "Romance"
"tt0117187" 6.7 106 "movie" "Nitrate Base" "Nitrato d'argento" 0 1996 NA 87 "Comedy,Drama,History"
"tt5300268" 6.1 108 "movie" "Billion Star Hotel" "Billion Star Hotel" 0 2016 NA 92 "Drama"
"tt7654492" 7.6 14 "movie" "Father of Independence: DS Nidhasa Piya" "Father of Independence: DS Nidhasa Piya" 0 2018 NA 125 "Biography,Drama,History"
"tt8737640" 3.7 181 "movie" "Nartanasala" "Nartanasala" 0 2018 NA 139 "Drama"
"tt0103880" 3.9 197 "movie" "Bride of Killer Nerd" "Bride of Killer Nerd" 0 1992 NA 75 "Comedy,Horror"
"tt2527192" 7.6 437 "movie" "Desert Runners" "Desert Runners" 0 2013 NA 99 "Adventure,Documentary,Drama"
"tt0320628" 5.8 12 "movie" "Tihiyat begletz" "Tihiyat begletz" 0 1972 NA 71 "Comedy"
"tt0361668" 7 10712 "movie" "Gozu" "Gokudô kyôfu dai-gekijô: Gozu" 0 2003 NA 129 "Crime,Drama,Horror"
"tt1935122" 4.1 8 "movie" "Tonight a tear is shed" "Emshab ashki mirizad" 0 1979 NA 110 NA
"tt0072327" 5.7 49 "movie" "My Horse, My Gun, Your Widow" "Tu fosa será la exacta... amigo" 0 1972 NA 90 "Western"
"tt0906665" 6.2 14271 "movie" "Sukiyaki Western Django" "Sukiyaki Western Django" 0 2007 NA 121 "Action,Western"
"tt0157233" 6.1 18 "movie" "Life Flight: The Movie" "Life Flight: The Movie" 0 1987 NA 87 NA
"tt0117643" 5.7 35 "movie" "Si mian xia wa" "Si mian xia wa" 0 1996 NA 100 "Drama"
"tt2195418" 6.2 9 "movie" "ATRAXIA: Poodle Shaving for the Blind" "ATRAXIA: Poodle Shaving for the Blind" 0 2013 NA 86 "Drama"
"tt4126322" 9.3 198 "movie" "The Ataxian" "The Ataxian" 0 2015 NA 81 "Adventure,Documentary,Drama"
"tt0126801" 5.9 103 "movie" "Feel 100%... Once More" "Baak fan baak ngam 'Feel'" 0 1996 NA 100 "Comedy,Romance"
"tt2116909" 2.9 44 "movie" "Any Last Words?" "Last Words" 0 2011 NA 90 "Action,Western"
"tt0810924" 4.6 958 "movie" "Knife Edge" "Knife Edge" 0 2009 NA 90 "Horror,Thriller"
"tt0307029" 5.2 5 "movie" "Forbidden Imperial Tales" "Jia dao gong li de nan ren" 0 1990 NA 100 "Drama"
"tt2678510" 9.1 21 "movie" "Old Man Football" "Old Man Football" 0 2017 NA 86 "Comedy,Documentary,Drama"
"tt1071809" 3.5 227 "movie" "The Amazing Adventures of the Living Corpse" "The Amazing Adventures of the Living Corpse" 0 2012 NA 88 "Action,Animation,Fantasy"
"tt9810436" 4 12 "movie" "Gunwali Dulhaniya" "Gunwali Dulhaniya" 0 2019 NA 114 "Comedy,Romance"
"tt0126661" 6.1 32 "movie" "Devil of the Sahara" "Shaytan al-Sahra" 0 1954 NA 110 "Adventure"
"tt0169143" 4.4 5 "movie" "The Flood" "Povoden" 0 1958 NA 76 "Drama"
"tt2318661" 4.6 8 "movie" "Russian Institute: Anal Lesson" "Russian Institute: Anal Lesson" 1 2010 NA 100 "Adult"
"tt0122227" 8.4 2257 "movie" "Return to Treasure Island" "Ostrov Sokrovishch" 0 1989 NA 76 "Adventure,Animation,Comedy"
"tt1305879" 5.6 401 "movie" "Annan Thambi" "Annan Thambi" 0 2008 NA 141 "Action,Comedy,Family"
"tt5079490" 5.9 188 "movie" "The Fourth Generation" "The Fourth Generation" 0 2015 NA 110 "Comedy"
"tt0145597" 6.9 154 "movie" "1974, une partie de campagne" "1974, une partie de campagne" 0 1974 NA 90 "Documentary"
"tt0202706" 3.8 6 "movie" "Shan zhong liu zhu" "Shan zhong liu zhu" 0 1987 NA 90 "Action"
"tt1540447" 7.1 20 "movie" "Live to Forgive" "Live to Forgive" 0 2009 NA 82 "Biography,Crime,Documentary"
"tt2931194" 7.7 132 "movie" "Guns N' Roses Appetite for Democracy 3D Live at Hard Rock Las Vegas" "Guns N' Roses Appetite for Democracy 3D Live at Hard Rock Las Vegas" 0 2014 NA 164 "Documentary,Music"
"tt0364364" 7.6 11 "movie" "A Garden in the Sky" "Kong zhong hua yuan" 0 2002 NA 71 "Comedy"
"tt0470777" 6 10 "movie" "Gölgedeki adam" "Gölgedeki adam" 0 1970 NA 72 "Adventure,Romance"
"tt0012938" 6.8 2202 "movie" "Beyond the Rocks" "Beyond the Rocks" 0 1922 NA 80 "Drama,Romance"
"tt0055987" 6.6 170 "movie" "Five Finger Exercise" "Five Finger Exercise" 0 1962 NA 109 "Drama"
